pair_id,agent_A,agent_B,head,analysis,n_A_all_tasks,n_B_all_tasks,n_common_tasks,train_success_prior,train_trajectories,A_decisions,A_correct,A_precision,A_mean_stop_score,A_raw_gap,A_target_success_prior,A_target_trajectories,A_log_odds_ratio,A_prior_degenerate,A_corrected_mean_score,A_corrected_gap,A_abs_corrected_gap,A_all_task_decisions,A_all_task_precision,A_all_task_raw_gap,A_no_stop,B_decisions,B_correct,B_precision,B_mean_stop_score,B_raw_gap,B_target_success_prior,B_target_trajectories,B_log_odds_ratio,B_prior_degenerate,B_corrected_mean_score,B_corrected_gap,B_abs_corrected_gap,B_all_task_decisions,B_all_task_precision,B_all_task_raw_gap,B_no_stop,PAIR_HEAD_ELIGIBLE,PAIRWISE_RESIDUAL_GAP_DIFFERENCE,ABS_GAP_A,ABS_GAP_B,PRECISION_DIFFERENCE,PRIOR_SHIFT_DIFFERENCE,PAIRWISE_RAW_GAP_DIFFERENCE
pair-0206,claude-opus-4.6,gpt-5-mini,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7666081724743044,3989,39,33,0.8461538461538461,0.9618908411417252,0.11573699498787904,0.772,500,0.030381811858394947,False,0.9607637068818567,0.1146098607280106,0.1146098607280106,39,0.8461538461538461,0.11573699498787904,240,25,24,0.96,0.9588168215751648,-0.001183178424835174,0.562,500,-0.9399741696946954,False,0.9834815186383072,0.023481518638307275,0.023481518638307275,25,0.96,-0.001183178424835174,269,True,0.09112834208970333,0.1146098607280106,0.023481518638307275,0.11384615384615382,0.20999999999999996,0.11692017341271421
pair-0207,claude-opus-4.6,gpt-5.2-codex,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7458009526197041,3989,206,198,0.9611650485436893,0.9637468781286073,0.0025818295849179274,0.772,500,0.14329778724173425,False,0.9684222133312721,0.007257164787582759,0.007257164787582759,206,0.9611650485436893,0.0025818295849179274,262,215,211,0.9813953488372092,0.9618927514830301,-0.01950259735417914,0.728,500,-0.09184215192791267,False,0.9583891064029365,-0.02300624243427274,0.02300624243427274,215,0.9813953488372092,-0.01950259735417914,245,True,0.0302634072218555,0.007257164787582759,0.02300624243427274,0.02023030029351991,0.04400000000000004,0.022084426939097068
pair-0207,claude-opus-4.6,gpt-5.2-codex,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7458009526197041,3989,32,27,0.84375,0.9600095879286528,0.11625958792865276,0.772,500,0.14329778724173425,False,0.9541470348259362,0.11039703482593621,0.11039703482593621,32,0.84375,0.11625958792865276,262,40,40,1.0,0.9565680831670761,-0.04343191683292391,0.728,500,-0.09184215192791267,False,0.9602236664853269,-0.039776333514673134,0.039776333514673134,40,1.0,-0.04343191683292391,245,True,0.15017336834060935,0.11039703482593621,0.039776333514673134,0.15625,0.04400000000000004,0.15969150476157667
pair-0208,claude-opus-4.6,gpt-5.2-high,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7458009526197041,3989,186,181,0.9731182795698925,0.9626585075291254,-0.01045977204076709,0.772,500,0.14329778724173425,False,0.9674723380876453,-0.005645941482247174,0.005645941482247174,186,0.9731182795698925,-0.01045977204076709,279,215,207,0.9627906976744186,0.9619549105333728,-0.0008357871410458184,0.728,500,-0.09184215192791267,False,0.9584553764756328,-0.004335321198785769,0.004335321198785769,215,0.9627906976744186,-0.0008357871410458184,248,True,0.0013106202834614056,0.005645941482247174,0.004335321198785769,0.010327581895473892,0.04400000000000004,0.009623984899721272
pair-0208,claude-opus-4.6,gpt-5.2-high,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7458009526197041,3989,35,29,0.8285714285714286,0.9612802709851946,0.13270884241376601,0.772,500,0.14329778724173425,False,0.9555951175073292,0.12702368893590055,0.12702368893590055,35,0.8285714285714286,0.13270884241376601,279,37,33,0.8918918918918919,0.9573244065851778,0.06543251469328593,0.728,500,-0.09184215192791267,False,0.9609176210759808,0.06902572918408889,0.06902572918408889,37,0.8918918918918919,0.06543251469328593,248,True,0.057997959751811656,0.12702368893590055,0.06902572918408889,0.06332046332046326,0.04400000000000004,0.06727632772048009
pair-0209,claude-opus-4.6,minimax-m2.5-high,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7420406116821259,3989,159,153,0.9622641509433962,0.9591870866481613,-0.0030770642952349103,0.772,500,0.16303710958627904,False,0.9651046647933281,0.0028405138499318916,0.0028405138499318916,159,0.9622641509433962,-0.0030770642952349103,302,192,186,0.96875,0.9584118705242872,-0.010338129475712776,0.758,500,0.08514384800162866,False,0.9616720814764211,-0.007077918523578863,0.007077918523578863,192,0.96875,-0.010338129475712776,261,True,0.009918432373510755,0.0028405138499318916,0.007077918523578863,0.006485849056603765,0.014000000000000012,0.007261065180477866
pair-0209,claude-opus-4.6,minimax-m2.5-high,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7420406116821259,3989,39,33,0.8461538461538461,0.9634156731458811,0.11726182699203491,0.772,500,0.16303710958627904,False,0.9572316137642215,0.11107776761037536,0.11107776761037536,39,0.8461538461538461,0.11726182699203491,302,47,41,0.8723404255319149,0.9591625941560623,0.08682216862414738,0.758,500,0.08514384800162866,False,0.9557005574227844,0.08336013189086944,0.08336013189086944,47,0.8723404255319149,0.08682216862414738,261,True,0.027717635719505918,0.11107776761037536,0.08336013189086944,0.026186579378068786,0.014000000000000012,0.030439658367887534
pair-0304,gemini-3-flash-high,gemini-3-pro,success,COMMON_TASK_SUPPORT_AB,498,491,489,0.7162576687116564,3912,189,185,0.9788359788359788,0.9618805552285815,-0.016955423607397324,0.7648261758691206,489,0.2533502364607093,False,0.970144253590119,-0.008691725245859816,0.008691725245859816,192,0.9791666666666666,-0.01734621388216806,271,196,196,1.0,0.9610714139987011,-0.03892858600129889,1.0,489,inf,True,1.0,0.0,0.0,198,1.0,-0.03891804302581636,267,True,0.008691725245859816,0.008691725245859816,0.0,0.021164021164021163,0.2351738241308794,0.02197316239390157
pair-0304,gemini-3-flash-high,gemini-3-pro,failure,COMMON_TASK_SUPPORT_AB,498,491,489,0.7162576687116564,3912,29,29,1.0,0.9542413600559893,-0.04575863994401075,0.7648261758691206,489,0.2533502364607093,False,0.9418220444420023,-0.05817795555799765,0.05817795555799765,29,1.0,-0.04575863994401075,271,26,0,0.0,0.9552494104091938,0.9552494104091938,1.0,489,inf,True,0.0,0.0,0.0,26,0.0,0.9552494104091938,267,True,0.05817795555799765,0.05817795555799765,0.0,1.0,0.2351738241308794,1.0010080503532044
pair-0305,gemini-3-flash-high,glm-5-high,success,COMMON_TASK_SUPPORT_AB,498,500,498,0.7461635220125786,3975,243,237,0.9753086419753086,0.966561568126757,-0.008747073848551667,0.7610441767068273,498,0.08015820962662867,False,0.9690494456207593,-0.006259196354549301,0.006259196354549301,243,0.9753086419753086,-0.008747073848551667,252,242,232,0.9586776859504132,0.9631718702552733,0.004494184304860038,0.7269076305220884,498,-0.09926517625454911,False,0.9594976628647262,0.0008199769143129032,0.0008199769143129032,243,0.9588477366255144,0.004291734577697048,249,True,0.0070791732688622044,0.006259196354549301,0.0008199769143129032,0.016630956024895394,0.034136546184738936,0.013241258153411706
pair-0305,gemini-3-flash-high,glm-5-high,failure,COMMON_TASK_SUPPORT_AB,498,500,498,0.7461635220125786,3975,3,3,1.0,0.9596218268076578,-0.04037817319234216,0.7610441767068273,498,0.08015820962662867,False,0.9564096444855679,-0.04359035551443213,0.04359035551443213,3,1.0,-0.04037817319234216,252,7,6,0.8571428571428571,0.956093430519104,0.09895057337624691,0.7269076305220884,498,-0.09926517625454911,False,0.9600724530485844,0.10292959590572726,0.10292959590572726,7,0.8571428571428571,0.09895057337624691,249,False,,,,,,
pair-0306,gemini-3-flash-high,gpt-5-mini,success,COMMON_TASK_SUPPORT_AB,498,500,498,0.7670440251572327,3975,278,271,0.9748201438848921,0.9692214877485371,-0.005598656136355018,0.7610441767068273,498,-0.03328200037117823,False,0.9682170706395385,-0.006603073245353586,0.006603073245353586,278,0.9748201438848921,-0.005598656136355018,213,206,160,0.7766990291262136,0.9649032108413363,0.18820418171512276,0.5602409638554217,498,-0.9495546603372107,False,0.9144452575766632,0.1377462284504496,0.1377462284504496,207,0.7777777777777778,0.18705918132394983,280,True,0.14434930169580318,0.006603073245353586,0.1377462284504496,0.19812111475867855,0.20080321285140568,0.19380283785147778
pair-0306,gemini-3-flash-high,gpt-5-mini,failure,COMMON_TASK_SUPPORT_AB,498,500,498,0.7670440251572327,3975,7,7,1.0,0.9541331785065787,-0.04586682149342125,0.7610441767068273,498,-0.03328200037117823,False,0.9555666572543987,-0.04443334274560129,0.04443334274560129,7,1.0,-0.04586682149342125,213,12,11,0.9166666666666666,0.9562195638815562,0.039552897214889526,0.5602409638554217,498,-0.9495546603372107,False,0.9825836909810687,0.06591702431440205,0.06591702431440205,12,0.9166666666666666,0.039552897214889526,280,False,,,,,,
pair-0307,gemini-3-flash-high,gpt-5.2-codex,success,COMMON_TASK_SUPPORT_AB,498,500,498,0.7461635220125786,3975,240,236,0.9833333333333333,0.9654988291362921,-0.017834504197041134,0.7610441767068273,498,0.08015820962662867,False,0.9680634142386412,-0.015269919094692108,0.015269919094692108,240,0.9833333333333333,-0.017834504197041134,254,200,192,0.96,0.96165686160326,0.0016568616032600625,0.7269076305220884,498,-0.09926517625454911,False,0.9578336288269361,-0.0021663711730638413,0.0021663711730638413,202,0.9603960396039604,0.0011915968786372355,283,True,0.013103547921628267,0.015269919094692108,0.0021663711730638413,0.023333333333333317,0.034136546184738936,0.019491365800301197
pair-0307,gemini-3-flash-high,gpt-5.2-codex,failure,COMMON_TASK_SUPPORT_AB,498,500,498,0.7461635220125786,3975,4,4,1.0,0.9622751325368881,-0.03772486746311188,0.7610441767068273,498,0.08015820962662867,False,0.959259396362366,-0.04074060363763399,0.04074060363763399,4,1.0,-0.03772486746311188,254,15,14,0.9333333333333333,0.9564549167950948,0.023121583461761408,0.7269076305220884,498,-0.09926517625454911,False,0.960403300458449,0.027069967125115668,0.027069967125115668,15,0.9333333333333333,0.023121583461761408,283,False,,,,,,
pair-0308,gemini-3-flash-high,gpt-5.2-high,success,COMMON_TASK_SUPPORT_AB,498,500,498,0.7461635220125786,3975,242,238,0.9834710743801653,0.9669756771119173,-0.016495397268248002,0.7610441767068273,498,0.08015820962662867,False,0.9694340628374996,-0.01403701154266579,0.01403701154266579,242,0.9834710743801653,-0.016495397268248002,250,217,209,0.9631336405529954,0.9608426956537133,-0.0022909448992821657,0.7269076305220884,498,-0.09926517625454911,False,0.9569417974710229,-0.0061918430819725145,0.0061918430819725145,218,0.963302752293578,-0.0024780141651083998,265,True,0.007845168460693275,0.01403701154266579,0.0061918430819725145,0.020337433827169904,0.034136546184738936,0.014204452368965836
pair-0308,gemini-3-flash-high,gpt-5.2-high,failure,COMMON_TASK_SUPPORT_AB,498,500,498,0.7461635220125786,3975,6,6,1.0,0.9569456279277802,-0.04305437207221985,0.7610441767068273,498,0.08015820962662867,False,0.9535212308375726,-0.046478769162427436,0.046478769162427436,6,1.0,-0.04305437207221985,250,16,15,0.9375,0.9553971588611603,0.01789715886116028,0.7269076305220884,498,-0.09926517625454911,False,0.9594392117693129,0.021939211769312905,0.021939211769312905,16,0.9375,0.01789715886116028,265,False,,,,,,
pair-0309,gemini-3-flash-high,minimax-m2.5-high,success,COMMON_TASK_SUPPORT_AB,498,500,498,0.7423899371069183,3975,218,212,0.9724770642201835,0.9666802751908609,-0.00579678902932268,0.7610441767068273,498,0.09998514262741076,False,0.9697462003920224,-0.002730863828161123,0.002730863828161123,218,0.9724770642201835,-0.00579678902932268,272,173,167,0.9653179190751445,0.960167473795786,-0.005150445279358484,0.7570281124497992,498,0.07802707250778318,False,0.9630410877575145,-0.0022768313176300126,0.0022768313176300126,174,0.9655172413793104,-0.0053473902844835,297,True,0.0004540325105311105,0.002730863828161123,0.0022768313176300126,0.007159145145039014,0.004016064257028162,0.0006463437499641955
pair-0309,gemini-3-flash-high,minimax-m2.5-high,failure,COMMON_TASK_SUPPORT_AB,498,500,498,0.7423899371069183,3975,8,8,1.0,0.9550748467445374,-0.044925153255462646,0.7610441767068273,498,0.09998514262741076,False,0.9505880062536765,-0.049411993746323546,0.049411993746323546,8,1.0,-0.044925153255462646,272,28,26,0.9285714285714286,0.954790609223502,0.026219180652073404,0.7570281124497992,498,0.07802707250778318,False,0.9513017740815527,0.022730345510124095,0.022730345510124095,28,0.9285714285714286,0.026219180652073404,297,False,,,,,,
pair-0405,gemini-3-pro,glm-5-high,success,COMMON_TASK_SUPPORT_AB,491,500,491,0.7215995924605196,3926,232,232,1.0,0.9621409922838211,-0.037859007716178894,1.0,491,inf,True,1.0,0.0,0.0,232,1.0,-0.037859007716178894,233,200,195,0.975,0.9602706477046012,-0.014729352295398734,0.7311608961303462,491,0.0481104542479297,False,0.9620624957934425,-0.012937504206557482,0.012937504206557482,202,0.9752475247524752,-0.014957317621401067,252,True,0.012937504206557482,0.0,0.012937504206557482,0.025000000000000022,0.2688391038696538,0.02312965542078016
pair-0405,gemini-3-pro,glm-5-high,failure,COMMON_TASK_SUPPORT_AB,491,500,491,0.7215995924605196,3926,26,0,0.0,0.9556040878479297,0.9556040878479297,1.0,491,inf,True,0.0,0.0,0.0,26,0.0,0.9556040878479297,233,39,36,0.9230769230769231,0.9566884101965488,0.033611487119625694,0.7311608961303462,491,0.0481104542479297,False,0.9546523944864668,0.03157547140954364,0.03157547140954364,39,0.9230769230769231,0.033611487119625694,252,True,0.03157547140954364,0.0,0.03157547140954364,0.9230769230769231,0.2688391038696538,0.921992600728304
pair-0406,gemini-3-pro,gpt-5-mini,success,COMMON_TASK_SUPPORT_AB,491,500,491,0.7424859908303617,3926,260,260,1.0,0.9634548056584138,-0.03654519434158621,1.0,491,inf,True,1.0,0.0,0.0,260,1.0,-0.03654519434158621,202,191,154,0.806282722513089,0.9641114442136275,0.15782872170053852,0.5641547861507128,491,-0.8008883885986348,False,0.9236289905147491,0.11734626800166015,0.11734626800166015,191,0.806282722513089,0.15782872170053852,277,True,0.11734626800166015,0.0,0.11734626800166015,0.19371727748691103,0.4358452138492872,0.19437391604212473
pair-0406,gemini-3-pro,gpt-5-mini,failure,COMMON_TASK_SUPPORT_AB,491,500,491,0.7424859908303617,3926,29,0,0.0,0.9555977973444708,0.9555977973444708,1.0,491,inf,True,0.0,0.0,0.0,29,0.0,0.9555977973444708,202,23,22,0.9565217391304348,0.959385431331137,0.0028636922007021504,0.5641547861507128,491,-0.8008883885986348,False,0.9813290009734683,0.0248072618430335,0.0248072618430335,23,0.9565217391304348,0.0028636922007021504,277,True,0.0248072618430335,0.0,0.0248072618430335,0.9565217391304348,0.4358452138492872,0.9527341051437687
pair-0407,gemini-3-pro,gpt-5.2-codex,success,COMMON_TASK_SUPPORT_AB,491,500,491,0.7213448802852777,3926,246,246,1.0,0.9627550266137938,-0.03724497338620625,1.0,491,inf,True,1.0,0.0,0.0,246,1.0,-0.03724497338620625,210,198,191,0.9646464646464646,0.9599808153479991,-0.0046656492984655795,0.7331975560081466,491,0.05976423641731998,False,0.962211315138726,-0.0024351495077385987,0.0024351495077385987,201,0.9651741293532339,-0.005256901926069202,257,True,0.0024351495077385987,0.0,0.0024351495077385987,0.03535353535353536,0.2668024439918534,0.03257932408774067
pair-0407,gemini-3-pro,gpt-5.2-codex,failure,COMMON_TASK_SUPPORT_AB,491,500,491,0.7213448802852777,3926,35,0,0.0,0.9547993302345276,0.9547993302345276,1.0,491,inf,True,0.0,0.0,0.0,35,0.0,0.9547993302345276,210,36,36,1.0,0.9584515492121378,-0.04154845078786218,0.7331975560081466,491,0.05976423641731998,False,0.9560088406332282,-0.04399115936677178,0.04399115936677178,36,1.0,-0.04154845078786218,257,True,0.04399115936677178,0.0,0.04399115936677178,1.0,0.2668024439918534,0.9963477810223897
pair-0408,gemini-3-pro,gpt-5.2-high,success,COMMON_TASK_SUPPORT_AB,491,500,491,0.7215995924605196,3926,248,248,1.0,0.9621970684778306,-0.0378029315221694,1.0,491,inf,True,1.0,0.0,0.0,248,1.0,-0.0378029315221694,216,192,186,0.96875,0.9590098125239214,-0.009740187476078632,0.7311608961303462,491,0.0481104542479297,False,0.9608567296798922,-0.007893270320107781,0.007893270320107781,195,0.9692307692307692,-0.010181577389056895,266,True,0.007893270320107781,0.0,0.007893270320107781,0.03125,0.2688391038696538,0.02806274404609077
pair-0408,gemini-3-pro,gpt-5.2-high,failure,COMMON_TASK_SUPPORT_AB,491,500,491,0.7215995924605196,3926,27,0,0.0,0.9555676954763906,0.9555676954763906,1.0,491,inf,True,0.0,0.0,0.0,27,0.0,0.9555676954763906,216,33,32,0.9696969696969697,0.955246262478106,-0.014450707218863768,0.7311608961303462,491,0.0481104542479297,False,0.9531459604848739,-0.016551009212095846,0.016551009212095846,33,0.9696969696969697,-0.014450707218863768,266,True,0.016551009212095846,0.0,0.016551009212095846,0.9696969696969697,0.2688391038696538,0.9700184026952544
pair-0409,gemini-3-pro,minimax-m2.5-high,success,COMMON_TASK_SUPPORT_AB,491,500,491,0.717524197656648,3926,181,181,1.0,0.9572851364783819,-0.04271486352161813,1.0,491,inf,True,1.0,0.0,0.0,181,1.0,-0.04271486352161813,278,172,167,0.9709302325581395,0.9564155458017837,-0.01451468675635581,0.7637474541751528,491,0.2411220543380408,False,0.9654245028710726,-0.005505729687066863,0.005505729687066863,173,0.9653179190751445,-0.008897377231906645,275,True,0.005505729687066863,0.0,0.005505729687066863,0.029069767441860517,0.23625254582484723,0.02820017676526232
pair-0409,gemini-3-pro,minimax-m2.5-high,failure,COMMON_TASK_SUPPORT_AB,491,500,491,0.717524197656648,3926,32,0,0.0,0.9576531313359737,0.9576531313359737,1.0,491,inf,True,0.0,0.0,0.0,32,0.0,0.9576531313359737,278,44,41,0.9318181818181818,0.9603005078705874,0.028482326052405638,0.7637474541751528,491,0.2411220543380408,False,0.9500427017441908,0.018224519926009042,0.018224519926009042,46,0.9347826086956522,0.025204363076583136,275,True,0.018224519926009042,0.0,0.018224519926009042,0.9318181818181818,0.23625254582484723,0.9291708052835681
pair-0506,glm-5-high,gpt-5-mini,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7721233391827526,3989,232,220,0.9482758620689655,0.9633535380507338,0.015077675981768235,0.728,500,-0.23584079988945272,False,0.9540896891639229,0.005813827094957369,0.005813827094957369,232,0.9482758620689655,0.015077675981768235,238,177,134,0.7570621468926554,0.9620806682581282,0.20501852136547283,0.562,500,-0.9710568422728961,False,0.906035690360928,0.14897354346827263,0.14897354346827263,177,0.7570621468926554,0.20501852136547283,296,True,0.14315971637331526,0.005813827094957369,0.14897354346827263,0.19121371517631014,0.16599999999999993,0.1899408453837046
pair-0506,glm-5-high,gpt-5-mini,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7721233391827526,3989,30,27,0.9,0.9567145089308421,0.05671450893084207,0.728,500,-0.23584079988945272,False,0.9654883907762282,0.06548839077622814,0.06548839077622814,30,0.9,0.05671450893084207,238,27,26,0.9629629629629629,0.9620543939095957,-0.0009085690533672253,0.562,500,-0.9710568422728961,False,0.9852593004655456,0.02229633750258264,0.02229633750258264,27,0.9629629629629629,-0.0009085690533672253,296,True,0.0431920532736455,0.06548839077622814,0.02229633750258264,0.06296296296296289,0.16599999999999993,0.05762307798420929
pair-0507,glm-5-high,gpt-5.2-codex,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7513161193281525,3989,244,237,0.9713114754098361,0.9628734691221206,-0.008438006287715516,0.728,500,-0.12114497813110203,False,0.9583068214755052,-0.013004653934330923,0.013004653934330923,244,0.9713114754098361,-0.008438006287715516,236,219,210,0.958904109589041,0.9630069849697966,0.0041028753807555995,0.728,500,-0.12114497813110203,False,0.9584558645953233,-0.0004482449937177613,0.0004482449937177613,219,0.958904109589041,0.0041028753807555995,248,True,0.012556408940613162,0.013004653934330923,0.0004482449937177613,0.012407365820795047,0.0,0.012540881668471116
pair-0507,glm-5-high,gpt-5.2-codex,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7513161193281525,3989,20,18,0.9,0.9561004906892776,0.05610049068927758,0.728,500,-0.12114497813110203,False,0.960911467414115,0.06091146741411502,0.06091146741411502,20,0.9,0.05610049068927758,236,33,33,1.0,0.9566416686231439,-0.043358331376856074,0.728,500,-0.12114497813110203,False,0.961393323778632,-0.03860667622136804,0.03860667622136804,33,1.0,-0.043358331376856074,248,True,0.09951814363548306,0.06091146741411502,0.03860667622136804,0.09999999999999998,0.0,0.09945882206613366
pair-0508,glm-5-high,gpt-5.2-high,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7513161193281525,3989,265,252,0.9509433962264151,0.9631797100013157,0.012236313774900642,0.728,500,-0.12114497813110203,False,0.958649702310446,0.0077063060840308895,0.0077063060840308895,265,0.9509433962264151,0.012236313774900642,221,228,218,0.956140350877193,0.9630508360109831,0.006910485133790112,0.728,500,-0.12114497813110203,False,0.9585027914129741,0.002362440535781163,0.002362440535781163,228,0.956140350877193,0.006910485133790112,239,True,0.005343865548249727,0.0077063060840308895,0.002362440535781163,0.005196954650777852,0.0,0.0053258286411105304
pair-0508,glm-5-high,gpt-5.2-high,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7513161193281525,3989,14,13,0.9285714285714286,0.9589329149041858,0.030361486332757148,0.728,500,-0.12114497813110203,False,0.9634404281219815,0.03486899955055289,0.03486899955055289,14,0.9285714285714286,0.030361486332757148,221,33,30,0.9090909090909091,0.957552989323934,0.048462080233024896,0.728,500,-0.12114497813110203,False,0.9622088167527637,0.053117907661854646,0.053117907661854646,33,0.9090909090909091,0.048462080233024896,239,False,,,,,,
pair-0509,glm-5-high,minimax-m2.5-high,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7475557783905741,3989,170,167,0.9823529411764705,0.9599413896308225,-0.022411551545648,0.728,500,-0.10111962070543279,False,0.9558769275443976,-0.02647601363207297,0.02647601363207297,170,0.9823529411764705,-0.022411551545648,310,172,167,0.9709302325581395,0.9604219066542249,-0.010508325903914595,0.758,500,0.056127056879563764,False,0.9624964284215916,-0.008433804136547929,0.008433804136547929,172,0.9709302325581395,-0.010508325903914595,295,True,0.01804220949552504,0.02647601363207297,0.008433804136547929,0.011422708618331057,0.030000000000000027,0.011903225641733406
pair-0509,glm-5-high,minimax-m2.5-high,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7475557783905741,3989,20,19,0.95,0.95782111287117,0.007821112871170044,0.728,500,-0.10111962070543279,False,0.9617193393217655,0.011719339321765498,0.011719339321765498,20,0.95,0.007821112871170044,310,33,29,0.8787878787878788,0.9576909108595415,0.07890303207166272,0.758,500,0.056127056879563764,False,0.9553592690603937,0.07657139027251492,0.07657139027251492,33,0.8787878787878788,0.07890303207166272,295,True,0.06485205095074942,0.011719339321765498,0.07657139027251492,0.07121212121212117,0.030000000000000027,0.07108191920049267
pair-0607,gpt-5-mini,gpt-5.2-codex,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7721233391827526,3989,208,155,0.7451923076923077,0.964369364369374,0.21917705667706633,0.562,500,-0.9710568422728961,False,0.9114638405735308,0.1662715328812231,0.1662715328812231,208,0.7451923076923077,0.21917705667706633,270,235,224,0.9531914893617022,0.964723788677378,0.011532299315675787,0.728,500,-0.23584079988945272,False,0.9557887836090949,0.002597294247392745,0.002597294247392745,235,0.9531914893617022,0.011532299315675787,222,True,0.16367423863383035,0.1662715328812231,0.002597294247392745,0.20799918166939446,0.16599999999999993,0.20764475736139054
pair-0607,gpt-5-mini,gpt-5.2-codex,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7721233391827526,3989,22,21,0.9545454545454546,0.9580074792558496,0.0034620247103950286,0.562,500,-0.9710568422728961,False,0.9836600536461083,0.029114599100653726,0.029114599100653726,22,0.9545454545454546,0.0034620247103950286,270,43,42,0.9767441860465116,0.9592681624168573,-0.01747602362965428,0.728,500,-0.23584079988945272,False,0.9675343887346955,-0.009209797311816037,0.009209797311816037,43,0.9767441860465116,-0.01747602362965428,222,True,0.03832439641246976,0.029114599100653726,0.009209797311816037,0.022198731501057,0.16599999999999993,0.02093804834004931
pair-0608,gpt-5-mini,gpt-5.2-high,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7721233391827526,3989,195,153,0.7846153846153846,0.9647981655903352,0.18018278097495055,0.562,500,-0.9710568422728961,False,0.912468195665254,0.12785281104986934,0.12785281104986934,195,0.7846153846153846,0.18018278097495055,288,257,243,0.9455252918287937,0.9638474300677674,0.018322138238973662,0.728,500,-0.23584079988945272,False,0.9547009364582407,0.009175644629446977,0.009175644629446977,257,0.9455252918287937,0.018322138238973662,201,True,0.11867716642042236,0.12785281104986934,0.009175644629446977,0.16090990721340914,0.16599999999999993,0.1618606427359769
pair-0608,gpt-5-mini,gpt-5.2-high,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7721233391827526,3989,17,16,0.9411764705882353,0.9627291735480813,0.021552702959846015,0.562,500,-0.9710568422728961,False,0.9855316837985296,0.04435521321029434,0.04435521321029434,17,0.9411764705882353,0.021552702959846015,288,42,41,0.9761904761904762,0.9568105013597579,-0.019379974830718294,0.728,500,-0.23584079988945272,False,0.9655645577492202,-0.010625918441255933,0.010625918441255933,42,0.9761904761904762,-0.019379974830718294,201,False,,,,,,
pair-0609,gpt-5-mini,minimax-m2.5-high,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7683629982451742,3989,185,141,0.7621621621621621,0.963650018782229,0.20148785662006685,0.562,500,-0.9498078372113822,False,0.9115047567335035,0.14934259457134136,0.14934259457134136,185,0.7621621621621621,0.20148785662006685,285,237,229,0.9662447257383966,0.9621963400378006,-0.004048385700595958,0.758,500,-0.05734511724294222,False,0.9600599587353491,-0.006184767003047487,0.006184767003047487,237,0.9662447257383966,-0.004048385700595958,217,True,0.15552736157438884,0.14934259457134136,0.006184767003047487,0.20408256357623444,0.19599999999999995,0.2055362423206628
pair-0609,gpt-5-mini,minimax-m2.5-high,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7683629982451742,3989,30,30,1.0,0.9609558681646982,-0.039044131835301754,0.562,500,-0.9498078372113822,False,0.9845006630983616,-0.015499336901638405,0.015499336901638405,30,1.0,-0.039044131835301754,285,46,43,0.9347826086956522,0.960256515637688,0.025473906942035773,0.758,500,-0.05734511724294222,False,0.962383118925533,0.027600510229880748,0.027600510229880748,46,0.9347826086956522,0.025473906942035773,217,True,0.04309984713151915,0.015499336901638405,0.027600510229880748,0.06521739130434778,0.19599999999999995,0.06451803877733753
pair-0708,gpt-5.2-codex,gpt-5.2-high,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7513161193281525,3989,211,202,0.957345971563981,0.9621926467000591,0.00484667513607806,0.728,500,-0.12114497813110203,False,0.9575433960052334,0.00019742444125236958,0.00019742444125236958,211,0.957345971563981,0.00484667513607806,269,211,199,0.943127962085308,0.9621926467000591,0.019064684614751082,0.728,500,-0.12114497813110203,False,0.9575433960052334,0.014415433919925391,0.014415433919925391,211,0.943127962085308,0.019064684614751082,269,True,0.014218009478673022,0.00019742444125236958,0.014415433919925391,0.014218009478673022,0.0,0.014218009478673022
pair-0708,gpt-5.2-codex,gpt-5.2-high,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7513161193281525,3989,20,19,0.95,0.957498288154602,0.007498288154602073,0.728,500,-0.12114497813110203,False,0.9621615355204891,0.012161535520489153,0.012161535520489153,20,0.95,0.007498288154602073,269,20,20,1.0,0.957498288154602,-0.04250171184539797,0.728,500,-0.12114497813110203,False,0.9621615355204891,-0.03783846447951089,0.03783846447951089,20,1.0,-0.04250171184539797,269,True,0.050000000000000044,0.012161535520489153,0.03783846447951089,0.050000000000000044,0.0,0.050000000000000044
